date,market,ticker,currency,settle,segment,price
2022-10-03,BYMA,NEMD,USM,2,Guaranteed,NULL
2022-10-03,BYMA,NFLX,ARS,0,Guaranteed,4632.000000000000
2022-10-03,BYMA,NFLX,ARS,2,Guaranteed,4614.500000000000
2022-10-03,BYMA,NFLXD,USM,0,Guaranteed,NULL
2022-10-03,BYMA,NFLXD,USM,2,Guaranteed,15.500000000000
2022-10-03,BYMA,NGG,ARS,2,Guaranteed,8178.500000000000
2022-10-03,BYMA,NIO,ARS,2,Guaranteed,1200.500000000000
2022-10-03,BYMA,NKE,ARS,2,Guaranteed,8873.000000000000
2022-10-03,BYMA,NKED,USM,2,Guaranteed,NULL
2022-10-03,BYMA,NMR,ARS,2,Guaranteed,1036.500000000000
2022-10-03,BYMA,NOKA,ARS,2,Guaranteed,1364.000000000000
2022-10-03,BYMA,NTCO,ARS,0,Guaranteed,NULL
2022-10-03,BYMA,NTCO,ARS,2,Guaranteed,1764.500000000000
2022-10-03,BYMA,NTES,ARS,2,Guaranteed,1699.500000000000
2022-10-03,BYMA,NUE,ARS,2,Guaranteed,17756.500000000000
2022-10-03,BYMA,NVDA,ARS,0,Guaranteed,1625.000000000000
2022-10-03,BYMA,NVDA,ARS,2,Guaranteed,1605.000000000000
2022-10-03,BYMA,NVDAD,USM,0,Guaranteed,NULL
2022-10-03,BYMA,NVDAD,USM,2,Guaranteed,5.510000000000
2022-10-03,BYMA,NVS,ARS,2,Guaranteed,5953.500000000000
2022-10-03,BYMA,NVSD,USM,2,Guaranteed,NULL
2022-10-03,BYMA,ORAN,ARS,2,Guaranteed,2856.000000000000
2022-10-03,BYMA,ORCL,ARS,2,Guaranteed,6490.000000000000
2022-10-03,BYMA,ORCLB,ARS,2,Guaranteed,6447.000000000000
2022-10-03,BYMA,OXY,ARS,2,Guaranteed,3978.500000000000
2022-10-03,BYMA,PAAS,ARS,2,Guaranteed,1735.500000000000
2022-10-03,BYMA,PAASD,USM,2,Guaranteed,NULL
2022-10-03,BYMA,PANW,ARS,2,Guaranteed,1057.000000000000
2022-10-03,BYMA,PBI,ARS,2,Guaranteed,746.000000000000
2022-10-03,BYMA,PBR,ARS,0,Guaranteed,4250.000000000000
2022-10-03,BYMA,PBR,ARS,1,Guaranteed,4255.000000000000
2022-10-03,BYMA,PBR,ARS,2,Guaranteed,4307.000000000000
2022-10-03,BYMA,PBRD,USM,0,Guaranteed,NULL
2022-10-03,BYMA,PBRD,USM,2,Guaranteed,14.400000000000
2022-10-03,BYMA,PCAR,ARS,2,Guaranteed,8889.500000000000
2022-10-03,BYMA,PEP,ARS,0,Guaranteed,8504.000000000000
2022-10-03,BYMA,PEP,ARS,2,Guaranteed,8518.500000000000
2022-10-03,BYMA,PFE.B,ARS,2,Guaranteed,6749.500000000000
